Model,Stochastic Type,Sensitive Activities,Background Size,Confidence Privacy,Upper CC,Lower CC,Max C
Alpha+_,BillClintonEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",3,0.0,0,1,0
Alpha+_,BillClintonEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",4,0.0,0,1,0
Alpha+_,AlignmentEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",1,0.0,0,0,0
Alpha+_,AlignmentEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",2,0.0,0,0,0
Alpha+_,AlignmentEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",3,0.0,0,0,0
Alpha+_,AlignmentEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",4,0.0,0,0,0
Heuristic_,BillClintonEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",1,0.0,0,3,0
Heuristic_,BillClintonEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",2,0.0,0,6,0
Heuristic_,BillClintonEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",3,0.0,0,7,0
Heuristic_,BillClintonEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",4,0.0,0,7,0
Heuristic_,AlignmentEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",1,0.0,0,3,0
Heuristic_,AlignmentEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",2,0.0,0,6,0
Heuristic_,AlignmentEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",3,0.0,0,7,0
Heuristic_,AlignmentEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",4,0.0,0,7,0
Flower_,BillClintonEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",1,0.0,0,17,0
Flower_,BillClintonEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",2,0.0,0,153,0
Flower_,BillClintonEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",3,0.0,0,833,0
Flower_,BillClintonEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",4,0.0,0,3213,0
Flower_,AlignmentEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",1,0.0,0,17,0
Flower_,AlignmentEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",2,0.0,0,153,0
Flower_,AlignmentEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",3,0.0,0,833,0
Flower_,AlignmentEstimator,"('Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by MISSING', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by BUDGET OWNER', 'Declaration FOR_APPROVAL by SUPERVISOR')",4,0.0,0,3213,0
